Centri Commerciali, Supermercati e Grandi Magazzini;Zuiki c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0432-461XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Centro Commerciale Discount;Via San Paolo XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6691XX;46.04XXX 13.22XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Centro Commerciale Discount;Via Taboga XXX,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6691XX;46.26XXX 13.1XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Centro Commerciale Discount;Via Nazionale XX,;33056;PALAZZOLO DELLO STELLA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6691XX;45.80XXX 13.07XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Centro Commerciale Discount;Via Celio Nanino XX,;33010;REANA DEL ROJALE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6691XX;46.14XXX 13.22XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Centro Commerciale Discount;Via iv Genova XX,;33050;POZZUOLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6691XX;45.97XXX 13.19XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Centro Commerciale Discount;Via C. Nanino,;33010;REANA DEL ROJALE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6691XX;46.14XXX 13.23XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Centro Commerciale Discount;Via Camillo Benso di Cavour X,;33097;SPILIMBERGO ;(PN) ;    FRIULI VENEZIA GIULIA;0432-6691XX;46.11XXX 12.89XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Centro Commerciale Discount;Via della Cartotecnica XX,;33028;TOLMEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6691XX;46.39XXX 13.02XXX;info@federweb.com;
Centri Commerciali        Centri Commerciali, Supermercati e Grandi Magazzini;Centro Commerciale Citta' Fiera;Via Antonio Bardelli, X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5445XX;46.08XXX 13.18XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Centro Cartucce c/o Citta' Fiera;Via Antonio Bardellii X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5412XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Celio c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4026XX;46.08XXX 13.17XXX;info@federweb.com;
Alimentari - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Castellarin Luciano;Via Runcis X, San Giovanni di Casarsa;33072;CASARSA DELLA DELIZIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-8721XX;45.94XXX 12.83XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Casatua Italia Srl- Socio Unico;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-15401XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Casatua Italia Srl - Socio Unico;Via Micca Pietro XX,;34077;RONCHI DEI LEGIONARI ;(GO) ;    FRIULI VENEZIA GIULIA;0481-18701XX;45.83XXX 13.48XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Casa Shops c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9181XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Casa Shops c/o Montedoro Shopping Center;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-92353XX;45.59XXX 13.80XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Casa Shops c/o i Salici;Viale Europa X, Cornadella;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7462XX;45.94XXX 12.46XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Carrera c/o i Salici;Viale Europa X, Cornadella;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7462XX;45.94XXX 12.46XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Carrefour;Via Tricesimo XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-48XX;46.09XXX 13.23XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Carrefour;Via Nazionale XXX,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5743XX;46.1XXX 13.2XXX;info@federweb.com;
Borse e Borsette - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Carpisa c/o Gran Fiume Shopping;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5617XX;45.94XXX 12.72XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Carpisa c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8672XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Caredent - Dental Experts c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Capello Point c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5403XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Cannella c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-16982XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Canaan S.r.l.;Piazzale Rita Levi Montalcini X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5415XX;46.06XXX 13.23XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Canaan S.r.l.;Piazza Rita Levi Montalcini X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5415XX;46.06XXX 13.23XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Camomilla Italia c/o Gran Fiume Shopping;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5617XX;45.94XXX 12.72XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Camomilla Italia c/o Gran Fiume Shopping;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0434-15061XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Camicissima c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-915XX;45.8XXX 13.43XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Camicissima;SpXXX X,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9976XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Camaieu c/o Terminal Nord;Via Tricesimo XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4785XX;46.09XXX 13.23XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Camaieu c/o Montedoro Shopping Center;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2314XX;45.59XXX 13.80XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Calzedonia Spa;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2315XX;45.59XXX 13.80XXX;info@federweb.com;
Calzature - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Calzature Pittarello g.l.g. Srl;Via Bartolomeo d'Alviano XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-34856XX;45.63XXX 13.7XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Calvin Klein;SpXXX X,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8364XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Calliope c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;393-93601XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Calligaris Outlet c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;327-05398XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Caleffi Spa;Strada Provinciale XXX di Visco,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8374XX;45.87XXX 13.36XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Caleffi c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8363XX;45.88XXX 13.33XXX;info@federweb.com;
Consulenza di Direzione ed Organizzazione Aziendale        Centri Commerciali, Supermercati e Grandi Magazzini;Ca' Zampa S.r.l.;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5408XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;C'Art c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-911XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Briconova S.r.l.;Viale Schumann Robert X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5267XX;46.03XXX 13.24XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Briconova S.r.l.;Via dei Boschi X,;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6411XX;46.02XXX 13.28XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Brico Fiera c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5444XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Brico City;Via Paolo Reti X,;34122;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;392-13109XX;45.65XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Brico Business Cooperation Srl;Via Alfieri X,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-577XX;46.11XXX 13.22XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bran Ferdinando Sas di Bran Mara  & c.;Via Pietro Redivo X,;33080;ROVEREDO IN PIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-940XX;46.00XXX 12.61XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Boxeur Des Rues c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-917XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Boxeur Des Rues - Malloy c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8379XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bottegone Srl- Aviano;Viale San Giorgio XX/B,;33081;AVIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6522XX;46.07XXX 12.58XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bottegone S.r.l. Con Socio Unico;Via Derna XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5413XX;46.07XXX 13.2XXX;info@federweb.com;
Erboristerie        Centri Commerciali, Supermercati e Grandi Magazzini;Bottega Verde c/o Torri d'Europa;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6377XX;45.63XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bottega Verde c/o Pradamano Shopping Center;Via Nazionale XXX, Lovaria;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6714XX;46.0XXX 13.27XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bottega Verde c/o le Manifatture;Via Luigi Burgi XX,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;389-21969XX;46.27XXX 13.1XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bottega Verde c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4101XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bottega Verde c/o Belforte Gran Shopping;Via g. f. Pocar X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7904XX;45.81XXX 13.5XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bottega Verde c/o Arcobaleno;Via Corecian XX,;33031;BASILIANO ;(UD) ;    FRIULI VENEZIA GIULIA;324-90255XX;46.0XXX 13.11XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bottega Del Sarto c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9328XX;45.88XXX 13.33XXX;info@federweb.com;
Drogherie        Centri Commerciali, Supermercati e Grandi Magazzini;Bosco Maxi Pescheria;Via del Coroneo XX/X,;34133;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-34817XX;45.65XXX 13.7XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Borc di Cividat;Viale Foramitti X,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7314XX;46.09XXX 13.4XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bluespirit c/o Torri d'Europa;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;049-57954XX;45.63XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bluespirit c/o Pradamano Shopping Center;Via Nazionale XXX, Lovaria;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-14858XX;46.0XXX 13.27XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bluespirit c/o Gran Fiume Shopping;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;049-57953XX;45.94XXX 12.72XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bluespirit c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;049-57953XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bluespirit c/o Belforte Gran Shopping;Via g. f. Pocar X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;049-57954XX;45.81XXX 13.5XXX;info@federweb.com;
Biancheria Intima ed Abbigliamento Intimo - Produzione, Ingrosso        Centri Commerciali, Supermercati e Grandi Magazzini;Blm Srl Belmonte;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-4577XX;45.94XXX 12.72XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bleu Cerise c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-16982XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Biscontin Gioielleria c/o Meduna;Via Musile X,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-2477XX;45.95XXX 12.69XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bisbigli c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8363XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bin m.c. Srl;Via Bariglaria XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5661XX;46.09XXX 13.26XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bijou Brigitte c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9180XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bialetti Industrie c/o Palmanova Outlet;Strada Provinciale XXX,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9979XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bialetti c/o Torri d'Europa;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-24699XX;45.63XXX 13.77XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bialetti c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5022XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bialetti c/o Gran Fiume Shopping;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-17017XX;45.94XXX 12.72XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bialetti c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0434-17017XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Better c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5446XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Best Market di Chen Ruihai Ruihai;Via John Fitzgerald Kennedy XX,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9447XX;46.15XXX 13.0XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Best Market di Chen Ruihai;Via della Stazione X,;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-724XX;46.17XXX 12.7XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bertoni Elisabetta;Via s. Giovanni XX,;33010;REANA DEL ROJALE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8800XX;46.15XXX 13.24XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bertanza & c. S.r.l.;Via Lattea X,;33074;FONTANAFREDDA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9989XX;45.9XXX 12.57XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bershka c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5432XX;46.08XXX 13.17XXX;info@federweb.com;
Parafarmacie        Centri Commerciali, Supermercati e Grandi Magazzini;Bennet - Parafarmacia Bennet Pradamano;Via Nazionale XXX, Lovaria;33040;PRADAMANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6714XX;46.0XXX 13.27XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bennet;Viale Europa X, Cornadella;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7823XX;45.94XXX 12.46XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Bennet;Via Pietro Micca XX/F,;34077;RONCHI DEI LEGIONARI ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4741XX;45.83XXX 13.4XXX;info@federweb.com;
Abbigliamento - Vendita al Dettaglio        Centri Commerciali, Supermercati e Grandi Magazzini;Benetton;SpXXX X,;33041;AIELLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9328XX;45.88XXX 13.33XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Benessere Mio c/o i Salici;Viale Europa X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0434-17651XX;46.05XXX 13.24XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Benessere Mio c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17051XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmonte c/o Montedoro Shopping Center;Via Flavia di Stramare XXX,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-92353XX;45.59XXX 13.80XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmonte c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-16980XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmonte c/o Belforte Gran Shopping;Via g. f. Pocar X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7917XX;45.81XXX 13.5XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmarket;Via della Villa X, Castions delle Mura;33050;BAGNARIA ARSA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9960XX;45.84XXX 13.30XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmarket;Via Trieste XXX,;34079;STARANZANO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4823XX;45.80XXX 13.51XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmarket;Via Nuova X,;33092;MEDUNO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-861XX;46.21XXX 12.79XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmarket;Via Borgonuovo XX, Borgonuovo;33080;ROVEREDO IN PIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5911XX;45.9XXX 12.6XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmarket;Via Niccolo' Tommaseo X/X,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-550XX;45.74XXX 13.03XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmarket;Via Roma X/X, Latisanotta;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-505XX;45.78XXX 12.99XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmarket;Via Pinzano al Tagliamento XX, Flagogna;33030;FORGARIA NEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0427-8090XX;46.20XXX 12.95XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmarket;Via Plebiscito X, Risano;33050;PAVIA DI UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5644XX;45.97XXX 13.25XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmarket;Piazza Giovanni Candussi XX,;34076;ROMANS D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;348-85598XX;45.89XXX 13.4XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmarket;Via Bodegan XX,;33074;FONTANAFREDDA ;(PN) ;    FRIULI VENEZIA GIULIA;393-24415XX;45.97XXX 12.50XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmarket;Via Selva XX, Giais;33081;AVIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6561XX;46.12XXX 12.62XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belmarket;Viale Miramare XXX,;34136;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-4111XX;45.68XXX 13.75XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Belforte Gran Shopping;Via g. f. Pocar X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4101XX;45.81XXX 13.5XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Beauty&co c/o Tiare Shopping;Localita Maranuz X,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9180XX;45.8XXX 13.43XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Beauty Bau c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5444XX;46.08XXX 13.17XXX;info@federweb.com;
Centri Commerciali, Supermercati e Grandi Magazzini;Beautiful & Caprices c/o Citta' Fiera;Via Antonio Bardelli X,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;371-31494XX;46.08XXX 13.17XXX;info@federweb.com;
