Ristoranti;Daniso Orsola;Via Domenico da Tolmezzo ,;33050;CASTIONS DI STRADA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7696;45.91 13.18;info@federweb.com;
Ristoranti;Battaglia Veronica;Viale Sanzio Raffaello ,;34128;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-550;45.65 13.80;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Stara Baba di Riccardo Galeno;Frazione Clenia ,;33049;SAN PIETRO AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7273;46.13 13.49;info@federweb.com;
Ristoranti;Ristorante Indiano Zaika;Snc, Via della Madonnina /D,;34100;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-24509;45.64 13.78;info@federweb.com;
Ristoranti;Trattoria Caprese;Piazza della Borsa ,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-7639;45.65 13.76;info@federweb.com;
Ristoranti;Mamo Express S.r.l.s.;Via Martiri Liberta' ,;34079;STARANZANO ;(GO) ;    FRIULI VENEZIA GIULIA;389-50726;45.80 13.50;info@federweb.com;
Ristoranti;Ok Iniziative 2 Srls;Via Nazionale ,;33040;MOIMACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7223;46.08 13.37;info@federweb.com;
Ristoranti;Dianium di Ciccolo' Fidora;Via dei Rettori /A,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-7752;45.64 13.76;info@federweb.com;
Ristoranti;Ristorante Antica Hosteria Colle di Scorcola;Via Commerciale ,;34134;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;324-83166;45.66 13.77;info@federweb.com;
Ristoranti;Lia S.r.l.s.;Via dei Platani ,;33010;PAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5724;46.11 13.18;info@federweb.com;
Ristoranti;Miti Caff;Via di Torre Bianca ,;34122;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;347-14790;45.65 13.77;info@federweb.com;
Ristoranti;Trattoria la Braida - Specialità Alla Griglia;Via Santa Sabina ,;33079;SESTO AL REGHENA ;(PN) ;    FRIULI VENEZIA GIULIA;338-87158;45.89 12.88;info@federweb.com;
Ristoranti;Playa Caffe a&f Sas di Andrea Termini e c.;Via Sant'Agnese ,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-17743;45.95 12.62;info@federweb.com;
Ristoranti;Boschetti Tricesimo;Piazza Mazzini,;33019;TRICESIMO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8821;46.1 13.2;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Sirch Firmina;Via Pietro Zorutti ,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-603;45.95 13.46;info@federweb.com;
Ristoranti;Ristorante Alla Gorna;Via dell'Arena ,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7912;45.80 13.53;info@federweb.com;
Ristoranti;Agristoro 352;Via Palmanova,;33052;CERVIGNANO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;320-82322;45.86 13.31;info@federweb.com;
Ristoranti;Osteria ai Pompieri di Siegien Beata Anna;Largo Niccolini Giambattista ,;34129;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;345-76598;45.6 13.7;info@federweb.com;
Ristoranti;Alle Viole;Via Gorizia ,;34072;GRADISCA D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-933;45.89 13.50;info@federweb.com;
Ristoranti;Farroni;Piazza Vittorio Emanuele ,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;329-85553;46.16 13.0;info@federweb.com;
Locali e Ritrovi - Birrerie e Pubs        Ristoranti;Wiener Haus;Piazza Cesare Battisti ,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5386;45.94 13.61;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Porto Industriale;Via Giovanni e Sebastiano Caboto ,;34147;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-8230;45.61 13.8;info@federweb.com;
Ristoranti;Albergo Ristorante Alla Stazione;Trieste  Via delle Sette Fontane,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-3307;45.60 13.77;info@federweb.com;
Ristoranti;Al Nuovo Baffone;Via Adriatica,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5609;46.03 13.21;info@federweb.com;
Ristoranti;Ristorante Pizzeria ai Rivoli;Via Rivoli ,;33010;OSOPPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9861;46.22 13.06;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Rosa;Via Rosa ,;33078;SAN VITO AL TAGLIAMENTO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-827;45.92 12.8;info@federweb.com;
Ristoranti;Semplicemente Caffè... Fuori Men;Via Giovanni Marinelli ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17912;46.06 13.23;info@federweb.com;
Ristoranti;Alla Sorgente;Via della Sorgente ,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;347-93965;45.64 13.77;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Istriana;Via Lignano ,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9055;45.94 12.97;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria Cevraia;Via San Marco , Castions;33080;ZOPPOLA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-970;45.96 12.79;info@federweb.com;
Ristoranti;Stanlio e Ollio;Viale xx Settembre ,;34126;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-5777;45.65 13.78;info@federweb.com;
Ristoranti;Ristorante Dal Santo;Via Suor Serafina Gregoris ,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9592;45.93 12.72;info@federweb.com;
Ristoranti;Adoro Cafe;Piazza del Duomo ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;342-94504;46.06 13.23;info@federweb.com;
Ristoranti;Locanda Casaversa 1834;Via Gorizia , Versa;34076;ROMANS D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0385-6561;45.90 13.42;info@federweb.com;
Ristoranti;Red Race;Via Valdirivo ,;34132;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;380-26234;45.65 13.7;info@federweb.com;
Ristoranti;Al Vecjo Traghèt;Via Tagliamento,;33030;RAGOGNA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9577;46.17 12.96;info@federweb.com;
Ristoranti;La Botte Piccola;Via Maggiore ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;345-79111;45.96 12.63;info@federweb.com;
Ristoranti;Agriturismo la Natura;Via Grado,;33052;CERVIGNANO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;320-30234;45.80 13.35;info@federweb.com;
Ristoranti;Wiener Haus;Via Antonio Bardelli,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5446;46.08 13.17;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Ristorante la Cucina di Gemma;Viale Venezia,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3626;45.96 12.62;info@federweb.com;
Ristoranti;Toasteria di Napoli;Piazza del Ponterosso ,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-34900;45.65 13.77;info@federweb.com;
Ristoranti;Cantina Produttori Cormo ns;Via Vino della Pace ,;34071;CORMONS ;(GO) ;    FRIULI VENEZIA GIULIA;0481-624;45.94 13.46;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Alla Casetta;Via San Marco ,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;348-53182;45.64 13.77;info@federweb.com;
Ristoranti;Al Ristoro Uaw Uaw;Strada per Lazzaretto ,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2723;45.59 13.72;info@federweb.com;
Ristoranti;Taglialegne Orietta;Viale Aprilia Marittima ,;33053;LATISANA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-533;45.69 13.07;info@federweb.com;
Ristoranti;Osteria Belvedere;Via Vivoda ,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-3308;45.59 13.75;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Buffet al Spaceto di Varini Gianni;Via Belpoggio /a,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;338-33944;45.64 13.75;info@federweb.com;
Ristoranti;Antichi Sapori Sas di Capano Mario e c.;Via Nazionale ,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9562;46.13 12.97;info@federweb.com;
Ristoranti;Ferfila Riccardo;Localita' Sistiana /A,;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-29072;45.77 13.62;info@federweb.com;
Ristoranti;Montgomery;Via Locatelli Giulio, ,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;347-02658;45.96 12.97;info@federweb.com;
Ristoranti;Arricriati Rosticceria Siciliana;Via Molinari ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;392-12961;45.96 12.66;info@federweb.com;
Ristoranti;Sushi Queen;Via Milano ,;34132;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-26065;45.6 13.77;info@federweb.com;
Ristoranti;Trattoria Panionoteca da Glenn;Via Rita Rosani ,;34147;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;389-04798;45.6 13.82;info@federweb.com;
Ristoranti;Buonissimo Kebab &Amp; Fast Food;Viale Giuseppe Mazzini ,;33081;AVIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-17734;46.07 12.58;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Guanaco;Via Ugo Foscolo ,;34131;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;327-91500;45.64 13.78;info@federweb.com;
Ristoranti;Teppan;Via Antonio Bardelli ,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5445;46.08 13.17;info@federweb.com;
Ristoranti;Nautec;Via Consiglio d Europa ,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;328-25454;45.79 13.56;info@federweb.com;
Ristoranti;Corno d'Africa;Via Enrico Fruch ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-2862;46.07 13.25;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Venerio;Via Savorgnana ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;348-76163;46.06 13.23;info@federweb.com;
Ristoranti;Co.b.s. s.a.s. di Scandiffio Alex e c.;Via Colombo Cristoforo ,;33080;PORCIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5930;45.94 12.60;info@federweb.com;
Ristoranti;Sushiko;Via Antonio Bardelli ,;33035;MARTIGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-16981;46.08 13.17;info@federweb.com;
Ristoranti;Funky go;Via Michele Gortani ,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9041;45.9 12.97;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Ferluga;Via della Bellavista ,;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;347-13961;45.66 13.79;info@federweb.com;
Ristoranti;Rosticceria Spiedo d' Oro;Raggio DI Mezzodì, Lignano Pineta;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;328-09809;45.67 13.11;info@federweb.com;
Bar e Caffe'        Ristoranti;Leon d'Oro;Via dei Rizzani ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5087;46.06 13.23;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria da Ognibene;Via Beltramini ,;33040;POVOLETTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6796;46.11 13.30;info@federweb.com;
Pizzerie        Ristoranti;Ai Pestons Mulino di Baseglia;Via Ostolidi , Baseglia;33097;SPILIMBERGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-6309;46.12 12.90;info@federweb.com;
Ristoranti;Ristorante Gardenia;Campo Porta Nuova ,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;347-21095;45.67 13.38;info@federweb.com;
Ristoranti;Aroma Kitchen;Via Giuseppe Garibaldi ,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-0821;45.95 12.5;info@federweb.com;
Ristoranti;Caffè Letterario Pordenone;Piazza della Motta ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;339-44263;45.95 12.66;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Monte Jof;Strada Esterna Corso , Cima Corso;33021;AMPEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;366-44127;46.39 12.75;info@federweb.com;
Ristoranti;Motodrome;Via Monzambone ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;333-78897;46.06 13.25;info@federweb.com;
Ristoranti;Ristorantino da Issa;Piazza V. Emanuele II,;33092;CAVASSO NUOVO ;(PN) ;    FRIULI VENEZIA GIULIA;339-14497;46.19 12.77;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Salvagente;Via dei Burlo ,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-26066;45.64 13.76;info@federweb.com;
Ristoranti;Piussi Vittorino;Via Roma,;33010;CHIUSAFORTE ;(UD) ;    FRIULI VENEZIA GIULIA;0433-520;46.40 13.30;info@federweb.com;
Ristoranti;Pellegrino Ingrid;Via Marittima ,;33058;SAN GIORGIO DI NOGARO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-6215;45.82 13.2;info@federweb.com;
Ristoranti;Che Ghiotto il Panzerotto;Via Grazzano ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;380-89246;46.05 13.23;info@federweb.com;
Ristoranti;Bris - Portopiccolo;Strada Costiera,;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-99777;45.72 13.68;info@federweb.com;
Ristoranti;Maxi's Ristorante;Via Sistiana,;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-99777;45.75 13.66;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Piccolo Bar Stella S.r.l.s.;Via xi Febbraio ,;33030;CAMPOFORMIDO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6621;46.0 13.15;info@federweb.com;
Ristoranti;C.g.g. Group Srl Semplificata;Via Manin Daniele ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-2958;46.06 13.23;info@federweb.com;
Ristoranti;Dusci;Via Paolo Sarpi ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17932;46. 13.23;info@federweb.com;
Ristoranti;Bar Trattoria Alla Trota;Via Armando Diaz,;33010;TRASAGHIS ;(UD) ;    FRIULI VENEZIA GIULIA;393-07797;46.28 13.06;info@federweb.com;
Ristoranti;Mr. Crowley;Via Paduina ,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-24519;45.65 13.78;info@federweb.com;
Ristoranti;La Toretta;Via I Giugno,;33040;CAMPOLONGO TAPOGLIANO ;(UD) ;    FRIULI VENEZIA GIULIA;347-78446;45.87 13.41;info@federweb.com;
Ristoranti;Strumbo Vincenzo;Via xiv Maggio ,;34076;MEDEA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-674;45.91 13.42;info@federweb.com;
Ristoranti;Hostaria Belvedere di Polese g.;Via Alma Vivoda ,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2718;45.59 13.75;info@federweb.com;
Ristoranti;Carmagnola Restaurant;Via Planis ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5128;46.0 13.24;info@federweb.com;
Ristoranti;Santa Lucia di Lucrezio Giovanna;Via Beato Angelico ,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-843;45.67 13.3;info@federweb.com;
Ristoranti;Grbec Emilia;Via Foschiatti Gabriele ,;34129;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-7720;45.64 13.77;info@federweb.com;
Ristoranti;Hanami Sushi;Viale Duodo ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-17128;46.05 13.22;info@federweb.com;
Ristoranti;Ex Provinciali;Via della Prefettura ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5120;46.06 13.2;info@federweb.com;
Ristoranti;Macaia;Via Latisana ,;33050;CASTIONS DI STRADA ;(UD) ;    FRIULI VENEZIA GIULIA;345-26136;45.90 13.18;info@federweb.com;
Ristoranti;Il Caffe' Dei Libri;Via Poscolle ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-14822;46.06 13.23;info@federweb.com;
Ristoranti;Tre S.n.c. di Perosa Christian & Fortuna Laura;Via Gradenigo ,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-826;45.67 13.38;info@federweb.com;
Ristoranti;Champagneria;Via Luigi Cadorna ,;34124;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-24562;45.64 13.7;info@federweb.com;
Ristoranti;Mimi e Cocotte;Via Luigi Cadorna ,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;348-83690;45.64 13.76;info@federweb.com;
Ristoranti - Trattorie ed Osterie;La Pironada;Via dei Carmelitani ,;34136;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-06434;45.67 13.76;info@federweb.com;
Ristoranti;Bobe's The Getaway;Via Pordenone ,;33081;AVIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6780;46.05 12.59;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Urban Farmhouse;Via Brusafiera ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;329-13171;45.95 12.65;info@federweb.com;
Ristoranti;Pub l'Arrogante;Via Flavia di Stramare ,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;324-08967;45.59 13.80;info@federweb.com;
Ristoranti;Osmiza Coslovich Elda;Via Commerciale ,;34134;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-4143;45.67 13.78;info@federweb.com;
Ristoranti - Trattorie ed Osterie;La Torre - Ristorantepizzagourmet;Frazione Villanova ,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5718;45.93 12.67;info@federweb.com;
Ristoranti;Osmiza Suber Marco;Via di Monrupino , Villa Opicina;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;349-71587;45.69 13.79;info@federweb.com;
Ristoranti;Osmiza Merlak Denis;Via San Sabba ,;34148;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;329-80065;45.61 13.78;info@federweb.com;
Ristoranti;Osmiza Stubelj Ivana;Sp,;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2011;45.7 13.68;info@federweb.com;
Ristoranti;Osmiza Tercon;Sp,;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2994;45.78 13.66;info@federweb.com;
Ristoranti;Osmiza Pertot Gabriel;Frazione Aurisina , Aurisina;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2009;45.75 13.67;info@federweb.com;
Ristoranti;Mal Del Lupo;Piazza Venezia ,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-06422;45.64 13.76;info@federweb.com;
Ristoranti;Taverna Del Ghetto;Via del Ponte ,;34121;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-24192;45.64 13.77;info@federweb.com;
Ristoranti;Glen S.r.l.;Via Torino ,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-26014;45.64 13.76;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria da Paola;Via Monte Sabotino ,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-207;45.92 13.60;info@federweb.com;
Ortofrutticoltura        Ristoranti;Skerk;Frazione Prepotto ,;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2001;45.76 13.69;info@federweb.com;
Ristoranti;Ai Tre Amici;Via Guglielmo Oberdan ,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;340-63239;45.94 13.62;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Ristorante Albergo Bar Corona 2.0;Via Gio Maria Fabricio,;33090;CLAUZETTO ;(PN) ;    FRIULI VENEZIA GIULIA;327-90865;46.22 12.91;info@federweb.com;
Ristoranti;Azienda Agricola Drej e;Via i Maggio , Iamiano;34070;DOBERDÒ DEL LAGO ;(GO) ;    FRIULI VENEZIA GIULIA;348-88765;45.82 13.57;info@federweb.com;
Ristoranti;Marina House;Via Giorgio Scerbanenco ,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;344-21085;45.65 13.06;info@federweb.com;
Alberghi        Ristoranti;Hotel Ristorante il Novecento;Via Gino Menotti ,;33072;CASARSA DELLA DELIZIA ;(PN) ;    FRIULI VENEZIA GIULIA;0434-8699;45.95 12.83;info@federweb.com;
Ristoranti;Ai Dragossi;Via Conti di Grado ,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-810;45.67 13.38;info@federweb.com;
Ristoranti;Al Pignau;Sp,;33020;SUTRIO ;(UD) ;    FRIULI VENEZIA GIULIA;333-2480;46.51 12.97;info@federweb.com;
Ristoranti;Radetic;Frazione Medeazza ,;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2089;45.79 13.6;info@federweb.com;
Ristoranti;Osteria 51;Via della Madonnetta ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;345-87220;46.04 13.24;info@federweb.com;
Ristoranti;Roadhouse Villesse;Via Cividale,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-913;45.87 13.44;info@federweb.com;
Ristoranti;Roadhouse Restaurant;Via Nazionale,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-422;46.11 13.2;info@federweb.com;
Ristoranti;Ristorantino Terramare;Via Odorico ,;33090;SEQUALS ;(PN) ;    FRIULI VENEZIA GIULIA;338-84315;46.15 12.82;info@federweb.com;
Ristoranti;Kuore S.p.a.;Via Nazionale ,;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0523-6138;46.10 13.22;info@federweb.com;
Ristoranti;Il Conte Tacchia S.n.c.;Via Veneto /,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5264;46.0 13.25;info@federweb.com;
Ristoranti;Videma S.r.l.;Via Roma ,;34070;VILLESSE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9183;45.85 13.43;info@federweb.com;
Ristoranti;Decanter;Viale Veneto ,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9014;45.96 12.96;info@federweb.com;
Ristoranti;Fatto in Casa;Via di Roiano ,;34135;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-26083;45.66 13.77;info@federweb.com;
Ristoranti;El Goli Azad;Via Valdirivo ,;34132;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-76057;45.65 13.77;info@federweb.com;
Ristoranti;Chen Wenjin;Via Garibaldi Giuseppe ,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-7347;45.95 12.5;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Tirel Bruno & c. s.a.s.;Via Romana ,;34075;SAN CANZIAN D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7080;45.79 13.46;info@federweb.com;
Ristoranti;Trattoria da Min;Via Volontari Liberta' ,;33010;OSOPPO ;(UD) ;    FRIULI VENEZIA GIULIA;327-06510;46.27 13.0;info@federweb.com;
Ristoranti;Star Srls;Via Luigi Cadorna ,;33018;TARVISIO ;(UD) ;    FRIULI VENEZIA GIULIA;0428-21;46.49 13.64;info@federweb.com;
Ortofrutticoltura        Ristoranti;Zidarich;Frazione Prepotto ,;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2012;45.76 13.69;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Il Quadrifoglio;Via Gorizia ,;33050;BAGNARIA ARSA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9285;45.88 13.32;info@federweb.com;
Ristoranti;Antica Trattoria Dominissini;Piazza San Francesco,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7320;46.09 13.42;info@federweb.com;
Ristoranti;La Veranda;Via Circonvallazione Ovest ,;33033;CODROIPO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9070;45.95 12.97;info@federweb.com;
Ristoranti;Al Corridoio;Via Dante Alighieri ,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-24521;45.60 13.;info@federweb.com;
Ristoranti;Da Cippi;Borgo Valdestali , Valdestali;33080;FRISANCO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-780;46.20 12.75;info@federweb.com;
Ristoranti;Bris;Strada Costiera ,;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-99744;45.72 13.69;info@federweb.com;
Pizzerie        Ristoranti;Peperino;Corso Italia ,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5324;45.94 13.61;info@federweb.com;
Ristoranti;Divino S.n.c. di Verzola Gabriele e c.;Piazzale Taliano Linteris ,;33078;SAN VITO AL TAGLIAMENTO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-801;45.91 12.85;info@federweb.com;
Ristoranti - Trattorie ed Osterie;L'Osteria Del Vento;Riva Tommaso Gulli ,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-24657;45.64 13.7;info@federweb.com;
Ristoranti;Schillaci Francesca;Via Alfieri Vittorio /B,;34129;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6333;45.64 13.78;info@federweb.com;
Ristoranti;Il Melograno;Contrada Villachiara ,;33057;PALMANOVA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9202;45.90 13.31;info@federweb.com;
Ristoranti;Osteria la Vite Selvatica;Via xiv Maggio ,;34076;MEDEA ;(GO) ;    FRIULI VENEZIA GIULIA;338-85202;45.91 13.42;info@federweb.com;
Ristoranti;Weare S.r.l.;Piazzale Venti Settembre /D,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-2474;45.95 12.65;info@federweb.com;
Ristoranti;Bar ai Longobardi di Bressan Pierluigi;Via Atleti Azzurri d'Italia ,;34076;ROMANS D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-9096;45.89 13.43;info@federweb.com;
Ristoranti;I-Sushi;Via Trieste ,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5021;46.06 13.24;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Tassan-Zanin Giovanni & c. s.a.s.;Via Tricesimo ,;33017;TARCENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7856;46.19 13.22;info@federweb.com;
